gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,0,0,2,1,True,Fiber optic,False,False,False,False,False,True,Month-to-month,1,Electronic check,85.69999694824219,169.8000030517578,1
Female,0,0,0,17,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.899999618530277,323.1499938964844,0
Female,0,1,0,60,1,True,Fiber optic,False,True,False,False,True,True,Month-to-month,1,Electronic check,99.8000030517578,5985.75,0
Male,0,0,0,17,1,False,Fiber optic,False,True,True,False,False,True,Month-to-month,1,Credit card (automatic),90.9499969482422,1612.199951171875,0
Female,0,1,1,64,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.799999237060547,1336.6500244140625,0
Female,0,1,0,5,1,False,Fiber optic,False,False,False,False,False,False,Month-to-month,0,Electronic check,69.94999694824219,330.1499938964844,1
Male,0,0,1,3,1,False,DSL,False,False,False,False,True,False,Month-to-month,1,Credit card (automatic),54.70000076293945,169.4499969482422,1
Female,0,0,0,68,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.5,1424.9000244140625,0
Male,0,0,0,53,1,No,DSL,No,No,Yes,No,No,Yes,One year,1,Electronic check,61.1,3357.9,0
Male,0,1,1,7,0,No,DSL,True,False,False,True,False,False,Month-to-month,1,Electronic check,34.5,279.25,1
Male,0,1,1,10,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),53.7,521.0,0
Male,0,0,0,11,1,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,53.75,608.0,1
Female,0,1,1,30,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.549999237060547,608.5,0
Male,1,0,0,6,1,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),85.15,503.6,1
Female,1,0,0,1,1,False,Fiber optic,False,False,False,False,False,False,Month-to-month,1,Mailed check,70.5999984741211,70.5999984741211,0
Male,0,0,0,23,1,False,Fiber optic,False,True,False,False,True,True,Month-to-month,0,Mailed check,95.3000030517578,2192.89990234375,0
Female,0,1,1,21,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.95,926.25,0
Male,0,0,0,68,1,True,DSL,True,True,True,False,False,True,One year,1,Credit card (automatic),76.9000015258789,5023.0,0
Female,0,1,1,10,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),102.1,1068.85,1
Female,0,0,0,67,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),102.95,6886.25,1
Male,0,1,1,58,1,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),94.35,5563.65,0
Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.3,20.3,1
Female,1,0,0,20,1,True,Fiber optic,False,True,True,False,False,True,Month-to-month,1,Electronic check,94.0999984741211,1782.4000244140625,1
Male,0,1,1,56,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,1,Mailed check,52.0,2884.9,0
Female,0,0,0,1,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,82.3,82.3,1
Female,1,1,0,55,1,True,DSL,False,False,False,False,False,False,Month-to-month,0,Bank transfer (automatic),51.650001525878906,2838.550048828125,0
Female,0,0,1,61,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.0,1498.35,0
Female,0,0,0,23,1,True,DSL,False,False,False,True,True,True,One year,1,Mailed check,73.75,1756.5999755859375,0
Male,1,0,0,67,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Bank transfer (automatic),64.55,4250.1,0
Female,0,1,1,71,0,No,DSL,True,True,False,True,True,True,Two year,0,Mailed check,58.650001525878906,4145.25,0
Male,1,1,0,47,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.05,4871.05,1
Male,0,1,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.6,125.0,0
Male,0,1,1,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.65,332.65,0
Male,0,0,0,56,1,False,DSL,False,True,True,True,True,True,Two year,1,Credit card (automatic),81.80000305175781,4534.4501953125,0
Female,1,0,0,41,1,True,Fiber optic,True,True,True,False,True,True,Month-to-month,1,Electronic check,113.1999969482422,4689.5,1
Female,0,1,0,10,1,False,DSL,False,False,True,False,True,True,Month-to-month,1,Credit card (automatic),67.80000305175781,653.1500244140625,0
Male,1,1,0,46,1,True,Fiber optic,False,False,True,False,True,True,Month-to-month,1,Electronic check,98.8499984741211,4564.89990234375,0
Female,0,1,1,13,1,False,DSL,False,False,False,False,False,True,Month-to-month,0,Electronic check,55.95000076293945,734.3499755859375,1
Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.4,19.4,0
Female,0,1,1,3,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.7,239.45,0
Male,1,0,0,24,1,False,Fiber optic,False,False,False,False,False,False,Month-to-month,0,Credit card (automatic),70.0,1732.5999755859375,0
Male,0,1,0,5,0,No,DSL,False,False,False,False,False,False,Month-to-month,1,Electronic check,24.950000762939453,100.4000015258789,1
Female,0,0,0,2,0,No,DSL,False,False,False,True,False,False,Month-to-month,1,Electronic check,30.899999618530277,59.04999923706055,1
Female,1,0,0,3,1,False,Fiber optic,False,False,True,False,False,False,Month-to-month,0,Mailed check,75.05000305175781,202.8999938964844,0
Female,0,1,1,25,1,False,Fiber optic,False,True,True,False,True,False,Month-to-month,1,Bank transfer (automatic),89.1500015258789,2257.75,1
Male,1,1,0,69,1,True,Fiber optic,False,True,True,True,True,True,Two year,1,Bank transfer (automatic),108.4000015258789,7318.2001953125,1
Female,0,0,0,40,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.149999618530277,804.8499755859375,0
Female,0,0,0,29,1,True,Fiber optic,False,False,True,False,True,True,Month-to-month,1,Credit card (automatic),98.5999984741211,2933.199951171875,1
Male,0,1,0,20,1,False,DSL,True,False,False,True,False,True,One year,1,Mailed check,64.1500015258789,1274.449951171875,0
Female,0,0,0,21,1,False,DSL,True,False,True,True,False,False,One year,1,Electronic check,60.25,1258.3499755859375,0
Male,0,1,1,67,1,True,Fiber optic,False,True,True,True,True,True,Two year,1,Bank transfer (automatic),111.1999969482422,7530.7998046875,0
Male,0,0,0,1,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.149999618530277,20.149999618530277,1
Female,0,0,0,1,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,18.850000381469727,18.850000381469727,0
Female,0,1,1,33,1,True,Fiber optic,True,False,True,False,True,True,One year,1,Mailed check,103.6999969482422,3467.0,1
Female,1,1,0,56,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,1,Credit card (automatic),68.45,4014.0,0
Male,0,1,1,55,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.350000381469727,1153.25,0
Male,0,1,1,57,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.3,4018.35,0
Female,1,1,0,27,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.3,2867.75,1
Male,0,1,0,72,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,1,Electronic check,99.4,7285.7,0
Male,0,0,1,8,0,No,DSL,False,False,False,False,False,False,Month-to-month,0,Mailed check,25.5,215.1999969482422,1
Male,1,1,0,69,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),84.9,5785.65,0
Male,0,1,1,46,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.100000381469727,936.8499755859376,0
Female,0,1,1,67,1,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),69.9,4615.9,0
Female,0,1,1,46,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.25,890.35,0
Female,0,1,0,37,1,True,Fiber optic,True,False,True,True,False,True,One year,1,Electronic check,99.1999969482422,3754.60009765625,1
Male,0,0,0,54,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),89.4,4869.5,0
Male,0,1,1,43,1,False,DSL,True,False,True,True,True,True,Two year,1,Credit card (automatic),79.1500015258789,3566.60009765625,0
Female,0,1,1,62,1,No,DSL,Yes,No,Yes,No,No,No,One year,0,Credit card (automatic),54.75,3425.35,0
Male,1,1,0,66,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,110.85,7491.75,1
Male,0,1,0,48,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.05,1036.0,0
Male,0,0,0,51,1,True,Fiber optic,False,False,False,False,False,True,Month-to-month,0,Bank transfer (automatic),83.4000015258789,4149.4501953125,0
Female,0,0,0,9,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.05,651.5,0
Female,0,0,0,61,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Mailed check,115.1,6993.65,0
Female,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,One year,0,Mailed check,25.85,25.85,0
Male,1,1,0,20,1,True,Fiber optic,False,False,False,False,True,True,Month-to-month,1,Electronic check,94.5500030517578,1899.6500244140625,1
Female,0,0,0,15,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,0,Mailed check,45.9,693.45,0
Male,0,0,0,27,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,69.05,1793.25,0
Female,0,1,1,70,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Electronic check,80.7,5617.95,0
Male,1,0,0,60,1,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,1,Electronic check,71.75,4374.55,0
Male,1,1,0,7,1,True,Fiber optic,False,False,True,False,True,True,Month-to-month,1,Electronic check,99.25,665.4500122070312,1
Male,0,0,0,11,1,False,Fiber optic,False,False,False,False,False,False,Month-to-month,0,Electronic check,70.19999694824219,760.0499877929688,0
Male,0,0,0,49,1,True,Fiber optic,False,True,True,False,True,True,Month-to-month,1,Bank transfer (automatic),103.6999969482422,5036.2998046875,1
Female,0,1,0,58,1,True,DSL,True,False,False,True,False,False,One year,1,Bank transfer (automatic),61.04999923706055,3478.75,0
Male,0,1,0,24,1,False,DSL,True,False,False,True,False,False,Month-to-month,0,Mailed check,53.59999847412109,1315.3499755859375,0
Female,0,0,1,9,1,False,DSL,False,False,False,True,True,True,Month-to-month,1,Credit card (automatic),69.4000015258789,571.4500122070312,0
Male,0,0,0,52,1,True,Fiber optic,False,False,True,False,False,True,Two year,1,Credit card (automatic),89.44999694824219,4577.75,0
Female,0,1,0,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.5,805.2,0
Male,1,1,1,43,1,True,Fiber optic,False,True,True,True,True,True,Month-to-month,1,Bank transfer (automatic),110.75,4687.89990234375,1
Male,0,1,0,1,1,False,Fiber optic,False,False,False,False,True,True,Month-to-month,1,Electronic check,90.75,90.75,1
Female,0,1,1,31,1,False,DSL,True,False,True,True,True,True,One year,1,Mailed check,81.1500015258789,2545.75,0
Female,0,1,1,63,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Mailed check,63.55,4014.2,0
Female,0,1,1,67,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.9,1680.25,0
Male,0,1,0,5,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,89.15,413.25,0
Male,0,1,1,68,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),105.25,7173.15,0
Male,1,1,0,57,1,False,Fiber optic,False,True,True,False,True,False,One year,1,Electronic check,90.6500015258789,5199.7998046875,0
Female,1,1,1,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,107.45,7047.5,0
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.9,19.9,0
Female,1,1,0,57,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),94.0,5438.95,0
Male,1,0,0,51,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),94.0,4905.75,0
Male,1,0,0,1,1,True,Fiber optic,False,False,False,False,False,False,Month-to-month,1,Electronic check,74.69999694824219,74.69999694824219,1
Female,0,1,1,72,1,True,Fiber optic,True,True,True,True,True,True,Two year,1,Bank transfer (automatic),113.0999984741211,8248.5,0
Female,0,0,0,10,1,False,Fiber optic,False,False,False,False,False,True,Month-to-month,1,Bank transfer (automatic),80.25,846.0,1
Female,0,1,0,40,1,True,Fiber optic,False,False,False,True,False,False,Month-to-month,1,Credit card (automatic),78.8499984741211,3126.85009765625,0
Male,0,0,0,41,1,False,Fiber optic,False,False,False,True,False,False,Month-to-month,1,Electronic check,74.25,3089.10009765625,0
Female,0,1,1,24,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Electronic check,64.35,1558.65,0
Male,0,0,0,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),21.45,705.45,0
Female,0,0,0,70,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,0,Electronic check,98.9,6838.6,0
Female,0,0,0,57,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Credit card (automatic),74.3,4166.35,0
Female,1,0,0,14,0,No,DSL,False,False,False,False,True,True,Month-to-month,1,Electronic check,46.34999847412109,672.7000122070312,0
Female,0,0,0,72,1,True,Fiber optic,True,True,True,True,True,True,Two year,1,Electronic check,114.9000015258789,8496.7001953125,0
Female,0,1,1,6,1,False,DSL,False,False,False,True,False,False,Month-to-month,1,Mailed check,48.79999923706055,297.3500061035156,0
Female,0,1,1,6,1,True,DSL,False,False,False,False,False,False,Month-to-month,1,Credit card (automatic),48.95000076293945,273.25,0
Female,0,1,0,62,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,113.95,6891.4,0
Female,0,1,1,10,1,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,65.5,616.9,0
Female,0,0,1,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.5,398.55,0
Male,1,1,1,72,0,No,DSL,True,True,True,True,True,True,Two year,1,Bank transfer (automatic),64.80000305175781,4732.35009765625,0
Female,0,0,0,4,1,False,Fiber optic,False,False,False,False,False,False,Month-to-month,1,Electronic check,70.1500015258789,268.3500061035156,1
Female,0,1,1,35,1,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,25.75,882.5499877929688,0
Male,0,1,1,42,1,True,DSL,True,True,False,False,True,False,Month-to-month,1,Bank transfer (automatic),69.4000015258789,3058.300048828125,0
Female,0,0,0,55,1,False,Fiber optic,False,True,True,False,False,False,Month-to-month,1,Electronic check,81.55000305175781,4509.5,0
Male,0,1,0,30,1,False,DSL,False,False,True,False,False,False,Month-to-month,1,Mailed check,50.0,1474.9000244140625,0
Female,1,1,0,3,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,30.75,82.85,0
Male,0,0,1,47,1,False,DSL,True,True,False,False,False,False,Month-to-month,1,Electronic check,55.29999923706055,2654.050048828125,0
Male,0,1,0,71,1,True,Fiber optic,True,False,True,True,True,True,Two year,1,Credit card (automatic),108.5500030517578,7616.0,0
Female,0,1,1,71,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Mailed check,71.1,5224.95,0
Female,0,0,0,1,1,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,25.700000762939453,25.700000762939453,0
Female,0,0,0,36,0,No,DSL,True,False,False,False,False,False,Two year,0,Bank transfer (automatic),31.049999237060547,1126.3499755859375,0
Female,0,1,1,16,0,No,DSL,False,False,False,False,False,True,Month-to-month,1,Credit card (automatic),35.5,552.7000122070312,0
Female,0,1,0,71,1,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.649999618530277,1710.1500244140625,0
Male,0,0,0,64,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),105.65,6903.1,1
Female,0,0,0,50,1,False,Fiber optic,False,False,True,True,False,True,Two year,1,Bank transfer (automatic),89.69999694824219,4304.5,0
Male,0,0,0,22,1,True,Fiber optic,True,False,False,False,True,True,Month-to-month,1,Bank transfer (automatic),101.3499984741211,2317.10009765625,1
Female,1,1,0,53,1,True,Fiber optic,False,False,False,False,True,True,One year,1,Credit card (automatic),95.8499984741211,5016.25,0
Male,0,0,0,63,1,True,DSL,True,True,True,True,False,False,One year,0,Electronic check,71.5,4576.2998046875,0
Male,1,1,0,44,0,No,DSL,False,True,False,False,False,False,Month-to-month,1,Electronic check,30.350000381469727,1359.699951171875,1
Male,1,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.85,45.85,0
Male,0,0,1,34,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,103.8,3470.8,0
Female,0,1,1,43,1,True,Fiber optic,False,False,True,False,True,True,Month-to-month,1,Bank transfer (automatic),99.3000030517578,4209.9501953125,0
Male,1,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),109.75,7932.5,0
Female,0,1,0,68,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.8,1911.5,0
Female,0,1,1,29,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,20.0,540.0499877929688,0
Female,0,0,0,12,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.450000762939453,246.25,0
Female,0,0,0,8,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),95.65,778.1,1
Female,0,0,0,2,1,False,Fiber optic,False,False,False,False,True,False,Month-to-month,1,Electronic check,80.19999694824219,146.0500030517578,1
Male,0,1,1,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.05,218.5,0
Female,0,1,1,27,1,False,DSL,True,True,True,True,False,False,One year,0,Mailed check,66.1500015258789,1874.449951171875,0
Female,0,1,1,0,1,False,DSL,True,True,True,False,True,True,Two year,0,Mailed check,80.8499984741211,0.0,0
Male,1,0,0,72,1,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.100000381469727,1789.9000244140625,0
Male,0,0,0,2,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),62.05,118.3,1
Male,0,1,1,52,1,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Electronic check,79.2,4016.3,0
Female,0,0,0,1,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.899999618530277,19.899999618530277,1
Female,0,1,1,27,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.549999237060547,583.2999877929688,0
Female,0,1,1,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,406.05,0
Male,0,0,0,8,1,False,DSL,False,False,False,False,False,False,Month-to-month,0,Mailed check,43.54999923706055,335.3999938964844,0
Male,0,0,0,1,1,False,Fiber optic,False,False,False,False,True,False,Month-to-month,1,Electronic check,79.5,79.5,1
Female,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.45,232.1,0
Female,1,0,0,19,1,False,Fiber optic,True,True,False,True,True,True,Month-to-month,1,Mailed check,105.0,2007.25,0
Male,0,0,0,1,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,49.65,49.65,1
Female,0,0,0,69,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),82.45,5555.3,0
Male,1,1,0,65,1,True,Fiber optic,False,True,True,False,True,True,One year,1,Bank transfer (automatic),103.1500015258789,6792.4501953125,0
Male,0,1,1,1,0,No,DSL,False,True,False,False,False,False,Month-to-month,0,Electronic check,30.200000762939453,30.200000762939453,1
Female,1,0,0,2,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.6,195.05,1
Male,0,0,1,1,1,True,Fiber optic,False,False,True,False,True,True,Month-to-month,1,Electronic check,99.75,99.75,1
Male,0,0,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),18.55,689.0,0
Male,0,1,1,7,0,No,DSL,True,False,True,True,False,True,Two year,0,Credit card (automatic),49.650001525878906,305.54998779296875,0
Female,0,0,0,3,1,False,DSL,False,False,True,False,True,True,One year,1,Electronic check,69.94999694824219,220.4499969482422,0
Female,0,1,0,20,1,False,Fiber optic,True,True,False,True,True,False,Month-to-month,1,Electronic check,96.5500030517578,1901.6500244140625,0
Female,0,1,0,26,0,No phone service,DSL,Yes,No,Yes,No,No,No,One year,0,Credit card (automatic),35.4,978.6,0
Female,0,1,1,5,0,No,DSL,False,False,False,False,False,False,Month-to-month,0,Mailed check,25.049999237060547,125.5,0
Female,0,1,1,71,1,False,DSL,True,True,True,True,False,False,Two year,0,Credit card (automatic),64.05000305175781,4492.89990234375,0
Male,0,1,1,25,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.5,630.6,0
Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.6,70.6,1
Female,0,1,0,67,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),86.15,5883.85,0
Female,0,1,1,63,1,True,Fiber optic,True,False,False,False,True,True,One year,1,Credit card (automatic),99.6500015258789,6311.2001953125,0
Female,0,1,1,0,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Mailed check,73.35,0.0,0
Female,0,1,1,45,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.850000381469727,892.1500244140625,0
Female,0,1,1,45,1,True,Fiber optic,True,True,False,False,True,True,Month-to-month,1,Electronic check,105.1500015258789,4730.89990234375,0
Female,0,1,1,14,1,False,Fiber optic,False,False,False,False,False,False,Month-to-month,0,Electronic check,70.19999694824219,1046.5,0
Male,0,0,1,36,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.7,3512.5,0
Male,0,1,1,2,1,False,Fiber optic,False,False,False,False,True,True,Month-to-month,1,Bank transfer (automatic),89.55000305175781,185.5500030517578,1
Male,0,0,0,57,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.75,1118.8,0
Male,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),116.6,8337.45,0
Male,0,0,0,12,1,No,DSL,No,No,No,Yes,Yes,No,One year,1,Electronic check,59.8,727.8,1
Female,0,1,1,53,1,False,DSL,False,False,True,False,False,True,One year,0,Credit card (automatic),60.59999847412109,3297.0,0
Male,1,0,0,8,1,False,Fiber optic,False,False,False,False,False,False,Month-to-month,1,Electronic check,69.69999694824219,560.8499755859375,1
Female,0,1,1,71,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),109.0,7661.8,0
Male,0,0,0,23,1,True,Fiber optic,False,False,False,True,True,False,Month-to-month,1,Electronic check,90.5999984741211,1943.199951171875,1
Male,0,1,1,71,1,False,DSL,False,True,False,True,True,True,Two year,1,Credit card (automatic),73.3499984741211,5154.5,0
Female,0,0,1,26,0,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,29.8,786.5,0
Male,0,0,0,32,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,91.05,2871.5,0
Female,0,0,0,60,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.850000381469727,1128.0999755859375,0
Male,0,0,0,1,1,True,DSL,False,False,False,False,True,False,Month-to-month,1,Electronic check,59.84999847412109,59.84999847412109,1
Male,0,1,1,65,1,True,Fiber optic,True,True,True,True,False,False,Two year,0,Credit card (automatic),94.5500030517578,6078.75,0
Female,0,1,1,48,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.549999237060547,883.3499755859375,0
Male,0,1,0,4,1,True,Fiber optic,False,False,False,False,False,False,Month-to-month,1,Electronic check,74.6500015258789,301.3999938964844,1
Female,1,1,0,54,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,99.1,5437.1,0
Male,0,0,0,2,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,85.85,167.3,1
Male,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.45,95.45,1
Female,1,1,0,72,1,True,DSL,True,True,True,True,True,True,Two year,0,Credit card (automatic),89.0999984741211,6352.39990234375,0
Female,0,1,1,66,1,True,DSL,True,True,True,True,True,True,Two year,0,Credit card (automatic),89.9000015258789,5958.85009765625,0
Male,0,0,0,21,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,82.35,1852.85,1
Male,0,1,0,69,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,1,Mailed check,92.45,6460.55,0
Male,1,0,0,43,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,89.55,3856.75,1
Male,1,1,1,72,1,True,Fiber optic,True,True,True,True,True,True,Two year,1,Bank transfer (automatic),114.9499969482422,8196.400390625,0
Male,1,1,0,72,1,True,Fiber optic,True,True,True,True,False,False,Two year,1,Bank transfer (automatic),93.0500030517578,6735.0498046875,0
Male,0,0,0,1,1,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,21.100000381469727,21.100000381469727,0
Male,0,1,0,49,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),85.3,4297.95,0
